TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,SYMBOL,SERIES,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,CLOSE,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TOTTRDQTY,TOTTRDVAL,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-20,2026-05-20,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15600.0,15690.0,15565.0,15690.0,15690.0,15730.21,,15690.0,,,207,3228843.4,15,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15629.99,15629.99,15476.0,15576.22,15584.6,15629.99,,15576.22,,,64,996284.0,24,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15505.01,15670.0,15505.01,15658.52,15670.0,15664.2,,15658.52,,,465,7251995.76,99,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15506.0,15730.0,15505.01,15715.0,15730.0,15730.07,,15700.58,,,221,3447834.01,27,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15515.0,15659.0,15515.0,15654.04,15656.0,15737.94,,15654.04,,,634,9883846.35,45,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15565.0,15750.0,15525.0,15684.96,15675.0,15685.26,,15672.26,,,288,4492623.9,87,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15505.05,15710.0,15505.05,15699.09,15700.0,15652.77,,15699.11,,,232,3637524.98,39,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15550.0,15600.0,15550.0,15600.0,15600.0,15670.5,,15600.0,,,6,93510.0,5,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15550.0,15610.0,15549.0,15610.0,15610.0,15610.0,,15610.0,,,19,295745.0,4,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15550.0,15550.0,15550.0,15550.0,15550.0,15649.0,,15550.0,,,6,93300.0,1,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15840.0,15840.0,15610.0,15700.0,15700.0,15700.0,,15700.0,,,5,78370.0,3,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15641.0,15641.0,15500.0,15573.99,15574.0,15635.0,,15589.57,,,92,1429039.52,14,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15519.01,15619.9,15519.01,15601.19,15619.9,15626.5,,15601.19,,,86,1338986.81,9,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,14252,IN0020190388,SGBOCT27VI,GB,,,,,2.50%GOLDBONDS2027SR-VI,15600.0,15600.0,15600.0,15600.0,15600.0,15600.0,,15600.0,,,12,187200.0,2,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15525.0,15643.99,15512.12,15643.32,15643.99,15729.0,,15643.32,,,48,747211.06,18,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15506.01,15756.0,15506.0,15660.0,15660.0,15637.93,,15660.0,,,333,5192957.18,90,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15600.0,15650.0,15525.0,15608.32,15650.0,15635.0,,15609.33,,,168,2617623.05,39,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15600.0,15651.0,15510.01,15632.55,15651.0,15638.91,,15631.46,,,298,4637219.53,46,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15575.0,15575.0,15575.0,15575.0,15575.0,15669.0,,15575.0,,,1,15575.0,1,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15515.01,15650.0,15499.0,15615.22,15650.0,15655.99,,15616.64,,,1146,17830931.02,150,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15633.88,15649.0,15508.0,15621.38,15648.99,15633.88,,15621.38,,,213,3316804.03,48,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,15503.01,15630.0,15503.01,15623.8,15630.0,15606.18,,15618.23,,,307,4774514.04,34,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,15600.0,15600.0,15600.0,15600.0,15600.0,15600.0,,15600.0,,,13,202800.0,4,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15639.62,15650.0,15551.06,15645.31,15650.0,15639.62,,15645.31,,,187,2915773.38,32,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15508.0,15675.0,15508.0,15642.12,15630.0,15642.54,,15636.3,,,204,3176342.68,31,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15600.0,15844.0,15550.0,15844.0,15844.0,15736.0,,15804.5,,,157,2447341.37,34,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,15577.02,15696.84,15525.01,15678.2,15665.0,15704.04,,15678.2,,,96,1498261.23,26,F1,1,,,,,
2026-05-20,2026-05-20,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,15640.0,15740.0,15511.0,15645.91,15650.0,15647.89,,15645.91,,,395,6162908.3,47,F1,1,,,,,
